t lat lon h Vxg Vyg Vzg pitch roll tHdg
4.5200 37.6172627 -122.3667175 29.0398263 14.0309836 -1.8436516 -23.9248709 3.5777425 2.8309768 296.0010670
4.5400 37.6172652 -122.3667229 29.0027936 14.0126979 -1.8516350 -23.8817301 3.5788753 2.8087820 296.0147033
4.5600 37.6172678 -122.3667283 28.9656052 13.9940659 -1.8594220 -23.8379825 3.5800880 2.7867944 296.0282015
4.5800 37.6172703 -122.3667337 28.9282651 13.9751393 -1.8670050 -23.7937382 3.5813681 2.7650179 296.0415566
4.6000 37.6172728 -122.3667391 28.8907776 13.9559704 -1.8743766 -23.7490813 3.5827033 2.7434560 296.0547639
4.6200 37.6172753 -122.3667445 28.8531470 13.9366104 -1.8815303 -23.7041262 3.5840818 2.7221115 296.0678187
4.6400 37.6172778 -122.3667498 28.8153778 13.9171079 -1.8884597 -23.6589479 3.5854919 2.7009865 296.0807165
4.6600 37.6172803 -122.3667552 28.7774746 13.8975121 -1.8951594 -23.6136479 3.5869226 2.6800827 296.0934531
4.6800 37.6172828 -122.3667605 28.7394421 13.8778691 -1.9016244 -23.5683188 3.5883630 2.6594011 296.1060244
4.7000 37.6172853 -122.3667658 28.7012851 13.8582247 -1.9078502 -23.5230399 3.5898026 2.6389421 296.1184264
4.7200 37.6172877 -122.3667712 28.6630084 13.8386216 -1.9138331 -23.4778906 3.5912314 2.6187056 296.1306554
4.7400 37.6172902 -122.3667765 28.6246170 13.8191030 -1.9195699 -23.4329547 3.5926397 2.5986909 296.1427080
4.7600 37.6172927 -122.3667818 28.5861159 13.7997076 -1.9250582 -23.3883114 3.5940184 2.5788968 296.1545807
4.7800 37.6172952 -122.3667871 28.5475100 13.7804741 -1.9302960 -23.3440269 3.5953587 2.5593218 296.1662706
4.8000 37.6172977 -122.3667924 28.5088043 13.7614392 -1.9352820 -23.3001630 3.5966523 2.5399635 296.1777745
4.8200 37.6173001 -122.3667976 28.4700040 13.7426366 -1.9400157 -23.2567990 3.5978913 2.5208193 296.1890899
4.8400 37.6173026 -122.3668029 28.4311141 13.7240983 -1.9444971 -23.2139833 3.5990684 2.5018861 296.2002142
4.8600 37.6173050 -122.3668082 28.3921395 13.7058549 -1.9487268 -23.1717821 3.6001766 2.4831602 296.2111450
4.8800 37.6173075 -122.3668134 28.3530854 13.6879352 -1.9527060 -23.1302306 3.6012095 2.4646378 296.2218803
4.9000 37.6173100 -122.3668186 28.3139567 13.6703640 -1.9564366 -23.0893993 3.6021612 2.4463144 296.2324180
4.9200 37.6173124 -122.3668239 28.2747582 13.6531663 -1.9599212 -23.0493145 3.6030263 2.4281852 296.2427565
4.9400 37.6173149 -122.3668291 28.2354950 13.6363631 -1.9631627 -23.0100294 3.6037999 2.4102451 296.2528942
4.9600 37.6173173 -122.3668343 28.1961717 13.6199750 -1.9661647 -22.9715745 3.6044776 2.3924887 296.2628298
4.9800 37.6173198 -122.3668395 28.1567931 13.6040185 -1.9689315 -22.9339764 3.6050555 2.3749101 296.2725621
5.0000 37.6173222 -122.3668447 28.1173637 13.5885108 -1.9714677 -22.8972746 3.6055302 2.3575032 296.2820902
5.0200 37.6173246 -122.3668499 28.0778881 13.5734641 -1.9737786 -22.8614911 3.6058990 2.3402617 296.2914133
5.0400 37.6173271 -122.3668550 28.0383707 13.5588906 -1.9758698 -22.8266435 3.6061594 2.3231790 296.3005309
5.0600 37.6173295 -122.3668602 27.9988158 13.5447991 -1.9777474 -22.7927452 3.6063097 2.3062482 296.3094426
5.0800 37.6173319 -122.3668654 27.9592274 13.5311992 -1.9794180 -22.7598222 3.6063485 2.2894623 296.3181482
5.1000 37.6173344 -122.3668705 27.9196097 13.5180945 -1.9808887 -22.7278748 3.6062753 2.2728140 296.3266476
5.1200 37.6173368 -122.3668757 27.8799663 13.5054903 -1.9821668 -22.6969159 3.6060896 2.2562959 296.3349410
5.1400 37.6173392 -122.3668808 27.8403011 13.4933887 -1.9832599 -22.6669413 3.6057918 2.2399006 296.3430287
5.1600 37.6173416 -122.3668859 27.8006176 13.4817906 -1.9841760 -22.6379549 3.6053826 2.2236202 296.3509113
5.1800 37.6173440 -122.3668911 27.7609191 13.4706936 -1.9849236 -22.6099616 3.6048633 2.2074472 296.3585893
5.2000 37.6173465 -122.3668962 27.7212089 13.4600970 -1.9855111 -22.5829479 3.6042358 2.1913736 296.3660636
5.2200 37.6173489 -122.3669013 27.6814900 13.4499957 -1.9859472 -22.5569046 3.6035022 2.1753915 296.3733352
5.2400 37.6173513 -122.3669064 27.6417651 13.4403855 -1.9862410 -22.5318323 3.6026653 2.1594931 296.3804052
5.2600 37.6173537 -122.3669115 27.6020371 13.4312580 -1.9864013 -22.5076994 3.6017284 2.1436705 296.3872749
5.2800 37.6173561 -122.3669166 27.5623084 13.4226065 -1.9864376 -22.4845150 3.6006951 2.1279156 296.3939456
5.3000 37.6173585 -122.3669217 27.5225812 13.4144228 -1.9863590 -22.4622395 3.5995695 2.1122207 296.4004189
5.3200 37.6173609 -122.3669268 27.4828577 13.4066953 -1.9861747 -22.4408682 3.5983564 2.0965779 296.4066965
5.3400 37.6173633 -122.3669319 27.4431398 13.3994145 -1.9858942 -22.4203745 3.5970606 2.0809794 296.4127801
5.3600 37.6173657 -122.3669370 27.4034293 13.3925677 -1.9855267 -22.4007409 3.5956877 2.0654175 296.4186718
5.3800 37.6173682 -122.3669420 27.3637277 13.3861433 -1.9850814 -22.3819410 3.5942435 2.0498847 296.4243734
5.4000 37.6173706 -122.3669471 27.3240363 13.3801280 -1.9845674 -22.3639524 3.5927343 2.0343734 296.4298873
5.4200 37.6173730 -122.3669522 27.2843564 13.3745081 -1.9839936 -22.3467444 3.5911667 2.0188765 296.4352155
5.4400 37.6173754 -122.3669572 27.2446891 13.3692696 -1.9833691 -22.3302993 3.5895478 2.0033866 296.4403604
5.4600 37.6173778 -122.3669623 27.2050350 13.3643971 -1.9827022 -22.3145863 3.5878848 1.9878969 296.4453244
5.4800 37.6173802 -122.3669674 27.1653950 13.3598778 -1.9820015 -22.2995786 3.5861855 1.9724005 296.4501101
5.5000 37.6173826 -122.3669724 27.1257695 13.3556956 -1.9812751 -22.2852500 3.5844580 1.9568907 296.4547200
5.5200 37.6173850 -122.3669775 27.0861589 13.3518341 -1.9805308 -22.2715693 3.5827106 1.9413613 296.4591568
5.5400 37.6173874 -122.3669825 27.0465633 13.3482816 -1.9797762 -22.2585105 3.5809519 1.9258060 296.4634232
5.5600 37.6173897 -122.3669876 27.0069830 13.3450197 -1.9790186 -22.2460510 3.5791908 1.9102189 296.4675220
5.5800 37.6173921 -122.3669926 26.9674177 13.3420358 -1.9782647 -22.2341602 3.5774366 1.8945942 296.4714560
5.6000 37.6173945 -122.3669976 26.9278672 13.3393133 -1.9775210 -22.2228117 3.5756986 1.8789266 296.4752281
5.6200 37.6173969 -122.3670027 26.8883314 13.3368395 -1.9767937 -22.2119787 3.5739864 1.8632108 296.4788411
5.6400 37.6173993 -122.3670077 26.8488096 13.3345999 -1.9760883 -22.2016395 3.5723099 1.8474421 296.4822982
5.6600 37.6174017 -122.3670127 26.8093014 13.3325802 -1.9754101 -22.1917675 3.5706792 1.8316157 296.4856022
5.6800 37.6174041 -122.3670178 26.7698061 13.3307671 -1.9747638 -22.1823362 3.5691045 1.8157273 296.4887561
5.7000 37.6174065 -122.3670228 26.7303231 13.3291489 -1.9741537 -22.1733324 3.5675961 1.7997730 296.4917631
5.7200 37.6174089 -122.3670278 26.6908514 13.3277131 -1.9735835 -22.1647208 3.5661644 1.7837489 296.4946261
5.7400 37.6174113 -122.3670328 26.6513903 13.3264468 -1.9730565 -22.1564971 3.5648202 1.7676517 296.4973482
5.7600 37.6174137 -122.3670379 26.6119387 13.3253418 -1.9725756 -22.1486346 3.5635742 1.7514782 296.4999325
5.7800 37.6174161 -122.3670429 26.5724959 13.3243853 -1.9721429 -22.1411161 3.5624370 1.7352257 296.5023820
5.8000 37.6174185 -122.3670479 26.5330607 13.3235689 -1.9717602 -22.1339236 3.5614197 1.7188916 296.5046997
5.8200 37.6174209 -122.3670529 26.4936321 13.3228847 -1.9714288 -22.1270441 3.5605330 1.7024738 296.5068887
5.8400 37.6174233 -122.3670579 26.4542091 13.3223240 -1.9711494 -22.1204687 3.5597879 1.6859704 296.5089521
5.8600 37.6174257 -122.3670630 26.4147907 13.3218788 -1.9709220 -22.1141798 3.5591953 1.6693798 296.5108927
5.8800 37.6174281 -122.3670680 26.3753757 13.3215443 -1.9707464 -22.1081732 3.5587662 1.6527009 296.5127136
5.9000 37.6174304 -122.3670730 26.3359633 13.3213139 -1.9706217 -22.1024354 3.5585113 1.6359328 296.5144178
5.9200 37.6174328 -122.3670780 26.2965524 13.3211832 -1.9705465 -22.0969579 3.5584417 1.6190747 296.5160081
5.9400 37.6174352 -122.3670830 26.2571420 13.3211481 -1.9705190 -22.0917450 3.5585680 1.6021264 296.5174874
5.9600 37.6174376 -122.3670880 26.2177313 13.3212063 -1.9705367 -22.0867790 3.5589009 1.5850880 296.5188586
5.9800 37.6174400 -122.3670930 26.1783193 13.3213540 -1.9705968 -22.0820691 3.5594510 1.5679596 296.5201244
6.0000 37.6174424 -122.3670980 26.1389054 13.3215913 -1.9706958 -22.0776063 3.5602289 1.5507419 296.5212875
6.0200 37.6174448 -122.3671030 26.0994888 13.3219162 -1.9708302 -22.0733950 3.5612449 1.5334359 296.5223507
6.0400 37.6174472 -122.3671080 26.0600689 13.3223292 -1.9709955 -22.0694398 3.5625092 1.5160425 296.5233166
6.0600 37.6174496 -122.3671130 26.0206452 13.3228311 -1.9711871 -22.0657275 3.5640318 1.4985633 296.5241878
6.0800 37.6174520 -122.3671180 25.9812172 13.3234225 -1.9713999 -22.0622847 3.5658226 1.4810000 296.5249667
6.1000 37.6174544 -122.3671230 25.9417846 13.3241058 -1.9716285 -22.0591025 3.5678913 1.4633545 296.5256559
6.1200 37.6174568 -122.3671280 25.9023473 13.3248849 -1.9718670 -22.0561941 3.5702475 1.4456290 296.5262577
6.1400 37.6174592 -122.3671330 25.8629051 13.3257608 -1.9721092 -22.0535555 3.5729002 1.4278261 296.5267745
6.1600 37.6174616 -122.3671380 25.8234581 13.3267397 -1.9723485 -22.0512084 3.5758586 1.4099483 296.5272086
6.1800 37.6174639 -122.3671430 25.7840065 13.3278226 -1.9725783 -22.0491577 3.5791314 1.3919985 296.5275620
6.2000 37.6174663 -122.3671480 25.7445507 13.3290181 -1.9727913 -22.0474076 3.5827272 1.3739800 296.5278370
6.2200 37.6174687 -122.3671530 25.7050911 13.3303281 -1.9729803 -22.0459758 3.5866542 1.3558959 296.5280356
6.2400 37.6174711 -122.3671580 25.6656283 13.3317591 -1.9731376 -22.0448714 3.5909204 1.3377499 296.5281598
6.2600 37.6174735 -122.3671630 25.6261632 13.3333180 -1.9732555 -22.0440985 3.5955335 1.3195455 296.5282115
6.2800 37.6174759 -122.3671680 25.5866967 13.3350095 -1.9733260 -22.0436842 3.6005007 1.3012868 296.5281926
6.3000 37.6174783 -122.3671730 25.5472299 13.3368394 -1.9733411 -22.0436279 3.6058292 1.2829775 296.5281047
6.3200 37.6174807 -122.3671780 25.5077640 13.3388148 -1.9732925 -22.0439480 3.6115258 1.2646221 296.5279497
6.3400 37.6174831 -122.3671830 25.4683006 13.3409425 -1.9731719 -22.0446527 3.6175967 1.2462246 296.5277291
6.3600 37.6174855 -122.3671880 25.4288412 13.3432278 -1.9729710 -22.0457516 3.6240482 1.2277895 296.5274444
6.3800 37.6174879 -122.3671930 25.3893876 13.3456784 -1.9726814 -22.0472706 3.6308858 1.2093214 296.5270972
6.4000 37.6174903 -122.3671980 25.3499417 13.3482993 -1.9722946 -22.0492058 3.6381150 1.1908248 296.5266888
6.4200 37.6174927 -122.3672030 25.3105056 13.3510971 -1.9718023 -22.0515746 3.6457407 1.1723045 296.5262207
6.4400 37.6174951 -122.3672080 25.2710817 13.3540787 -1.9711961 -22.0543950 3.6537676 1.1537652 296.5256940
6.4600 37.6174975 -122.3672130 25.2316723 13.3572482 -1.9704678 -22.0576623 3.6622000 1.1352117 296.5251100
6.4800 37.6174999 -122.3672180 25.1922802 13.3606125 -1.9696092 -22.0613991 3.6710416 1.1166490 296.5244697
6.5000 37.6175023 -122.3672230 25.1529079 13.3641761 -1.9686122 -22.0656093 3.6802961 1.0980818 296.5237743
6.5200 37.6175047 -122.3672280 25.1135585 13.3679433 -1.9674690 -22.0702979 3.6899664 1.0795152 296.5230248
6.5400 37.6175071 -122.3672330 25.0742351 13.3719197 -1.9661719 -22.0754822 3.7000554 1.0609541 296.5222221
6.5600 37.6175095 -122.3672381 25.0349408 13.3761081 -1.9647132 -22.0811538 3.7105652 1.0424034 296.5213671
6.5800 37.6175119 -122.3672431 24.9956791 13.3805118 -1.9630858 -22.0873345 3.7214980 1.0238680 296.5204606
6.6000 37.6175143 -122.3672481 24.9564535 13.3851337 -1.9612825 -22.0940113 3.7328551 1.0053529 296.5195034
6.6200 37.6175167 -122.3672531 24.9172675 13.3899765 -1.9592966 -22.1011973 3.7446376 0.9868627 296.5184962
6.6400 37.6175191 -122.3672581 24.8781251 13.3950408 -1.9571216 -22.1088973 3.7568464 0.9684025 296.5174397
6.6600 37.6175215 -122.3672631 24.8390301 13.4003288 -1.9547512 -22.1170978 3.7694817 0.9499768 296.5163344
6.6800 37.6175239 -122.3672681 24.7999865 13.4058393 -1.9521795 -22.1258122 3.7825435 0.9315904 296.5151810
6.7000 37.6175263 -122.3672731 24.7609985 13.4115731 -1.9494009 -22.1350272 3.7960312 0.9132478 296.5139799
6.7200 37.6175288 -122.3672782 24.7220703 13.4175279 -1.9464104 -22.1447477 3.8099440 0.8949535 296.5127318
6.7400 37.6175312 -122.3672832 24.6832062 13.4237024 -1.9432029 -22.1549554 3.8242806 0.8767118 296.5114369
6.7600 37.6175336 -122.3672882 24.6444107 13.4300935 -1.9397740 -22.1656595 3.8390393 0.8585272 296.5100957
6.7800 37.6175360 -122.3672932 24.6056883 13.4366990 -1.9361196 -22.1768382 3.8542180 0.8404036 296.5087086
6.8000 37.6175384 -122.3672983 24.5670436 13.4435133 -1.9322361 -22.1884913 3.8698144 0.8223450 296.5072760
6.8200 37.6175408 -122.3673033 24.5284812 13.4505319 -1.9281200 -22.2005967 3.8858255 0.8043555 296.5057981
6.8400 37.6175432 -122.3673083 24.4900058 13.4577494 -1.9237686 -22.2131546 3.9022480 0.7864385 296.5042753
6.8600 37.6175457 -122.3673134 24.4516223 13.4651584 -1.9191792 -22.2261427 3.9190785 0.7685978 296.5027077
6.8800 37.6175481 -122.3673184 24.4133353 13.4727531 -1.9143499 -22.2395395 3.9363129 0.7508366 296.5010958
6.9000 37.6175505 -122.3673235 24.3751497 13.4805249 -1.9092791 -22.2533399 3.9539469 0.7331582 296.4994397
6.9200 37.6175529 -122.3673285 24.3370704 13.4884640 -1.9039655 -22.2675223 3.9719758 0.7155656 296.4977396
6.9400 37.6175553 -122.3673336 24.2991022 13.4965625 -1.8984082 -22.2820604 3.9903944 0.6980616 296.4959958
6.9600 37.6175578 -122.3673386 24.2612501 13.5048100 -1.8926070 -22.2969360 4.0091973 0.6806489 296.4942085
6.9800 37.6175602 -122.3673437 24.2235188 13.5131947 -1.8865618 -22.3121276 4.0283789 0.6633298 296.4923778
7.0000 37.6175626 -122.3673488 24.1859134 13.5217069 -1.8802731 -22.3276172 4.0479329 0.6461068 296.4905040
7.0200 37.6175651 -122.3673538 24.1484385 13.5303335 -1.8737417 -22.3433696 4.0678530 0.6289816 296.4885873
7.0400 37.6175675 -122.3673589 24.1110991 13.5390614 -1.8669690 -22.3593629 4.0881323 0.6119562 296.4866279
7.0600 37.6175699 -122.3673640 24.0739000 13.5478790 -1.8599565 -22.3755704 4.1087639 0.5950322 296.4846260
7.0800 37.6175724 -122.3673690 24.0368459 13.5567716 -1.8527064 -22.3919702 4.1297403 0.5782108 296.4825819
7.1000 37.6175748 -122.3673741 23.9999415 13.5657256 -1.8452209 -22.4085268 4.1510538 0.5614933 296.4804957
7.1200 37.6175772 -122.3673792 23.9631914 13.5747266 -1.8375029 -22.4252095 4.1726965 0.5448806 296.4783678
7.1400 37.6175797 -122.3673843 23.9266003 13.5837588 -1.8295555 -22.4419918 4.1946601 0.5283732 296.4761984
7.1600 37.6175821 -122.3673894 23.8901727 13.5928086 -1.8213821 -22.4588515 4.2169360 0.5119717 296.4739878
7.1800 37.6175846 -122.3673945 23.8539129 13.6018598 -1.8129865 -22.4757357 4.2395156 0.4956762 296.4717363
7.2000 37.6175870 -122.3673996 23.8178255 13.6108963 -1.8043730 -22.4926399 4.2623897 0.4794868 296.4694443
7.2200 37.6175894 -122.3674047 23.7819146 13.6199031 -1.7955457 -22.5095157 4.2855491 0.4634032 296.4671120
7.2400 37.6175919 -122.3674098 23.7461844 13.6288637 -1.7865094 -22.5263320 4.3089842 0.4474248 296.4647400
7.2600 37.6175943 -122.3674149 23.7106390 13.6377618 -1.7772690 -22.5430623 4.3326854 0.4315509 296.4623286
7.2800 37.6175968 -122.3674200 23.6752824 13.6465825 -1.7678297 -22.5596758 4.3566426 0.4157806 296.4598782
7.3000 37.6175992 -122.3674251 23.6401185 13.6553082 -1.7581968 -22.5761372 4.3808457 0.4001127 296.4573894
7.3200 37.6176017 -122.3674303 23.6051509 13.6639248 -1.7483761 -22.5924154 4.4052843 0.3845457 296.4548626
7.3400 37.6176042 -122.3674354 23.5703835 13.6724152 -1.7383733 -22.6084841 4.4299480 0.3690780 296.4522985
7.3600 37.6176066 -122.3674405 23.5358196 13.6807643 -1.7281943 -22.6243077 4.4548260 0.3537077 296.4496975
7.3800 37.6176091 -122.3674457 23.5014627 13.6889562 -1.7178454 -22.6398598 4.4799075 0.3384327 296.4470604
7.4000 37.6176115 -122.3674508 23.4673160 13.6969769 -1.7073327 -22.6551139 4.5051814 0.3232507 296.4443878
7.4200 37.6176140 -122.3674559 23.4333828 13.7048109 -1.6966627 -22.6700303 4.5306367 0.3081590 296.4416805
7.4400 37.6176165 -122.3674611 23.3996659 13.7124449 -1.6858418 -22.6845955 4.5562621 0.2931550 296.4389390
7.4600 37.6176189 -122.3674662 23.3661684 13.7198638 -1.6748766 -22.6987744 4.5820462 0.2782358 296.4361644
7.4800 37.6176214 -122.3674714 23.3328929 13.7270550 -1.6637737 -22.7125446 4.6079775 0.2633980 296.4333573
7.5000 37.6176239 -122.3674765 23.2998421 13.7340055 -1.6525398 -22.7258843 4.6340444 0.2486385 296.4305186
7.5200 37.6176263 -122.3674817 23.2670185 13.7407039 -1.6411815 -22.7387622 4.6602354 0.2339536 296.4276494
7.5400 37.6176288 -122.3674868 23.2344244 13.7471366 -1.6297056 -22.7511653 4.6865387 0.2193396 296.4247505
7.5600 37.6176313 -122.3674920 23.2020620 13.7532955 -1.6181187 -22.7630669 4.7129426 0.2047927 296.4218229
7.5800 37.6176337 -122.3674972 23.1699335 13.7591676 -1.6064275 -22.7744581 4.7394352 0.1903086 296.4188677
7.6000 37.6176362 -122.3675023 23.1380407 13.7647460 -1.5946386 -22.7853080 4.7660047 0.1758832 296.4158860
7.6200 37.6176387 -122.3675075 23.1063855 13.7700203 -1.5827585 -22.7956077 4.7926394 0.1615122 296.4128789
7.6400 37.6176411 -122.3675127 23.0749697 13.7749830 -1.5707938 -22.8053395 4.8193272 0.1471908 296.4098476
7.6600 37.6176436 -122.3675179 23.0437946 13.7796268 -1.5587507 -22.8144989 4.8460564 0.1329145 296.4067932
7.6800 37.6176461 -122.3675230 23.0128619 13.7839460 -1.5466357 -22.8230680 4.8728151 0.1186784 296.4037172
7.7000 37.6176486 -122.3675282 22.9821728 13.7879353 -1.5344549 -22.8310338 4.8995915 0.1044776 296.4006207
7.7200 37.6176511 -122.3675334 22.9517285 13.7915900 -1.5222143 -22.8384004 4.9263738 0.0903070 296.3975050
7.7400 37.6176535 -122.3675386 22.9215302 13.7949058 -1.5099198 -22.8451545 4.9531504 0.0761615 296.3943716
7.7600 37.6176560 -122.3675437 22.8915786 13.7978815 -1.4975771 -22.8512874 4.9799096 0.0620357 296.3912219
7.7800 37.6176585 -122.3675489 22.8618748 13.8005137 -1.4851920 -22.8568075 5.0066398 0.0479244 296.3880573
7.8000 37.6176610 -122.3675541 22.8324194 13.8028030 -1.4727697 -22.8617063 5.0333294 0.0338220 296.3848792
7.8200 37.6176634 -122.3675593 22.8032131 13.8047488 -1.4603156 -22.8659924 5.0599672 0.0197232 296.3816892
7.8400 37.6176659 -122.3675645 22.7742564 13.8063517 -1.4478347 -22.8696609 5.0865418 0.0056222 296.3784889
7.8600 37.6176684 -122.3675697 22.7455497 13.8076149 -1.4353320 -22.8727255 5.1130421 -0.0084864 296.3752797
7.8800 37.6176709 -122.3675749 22.7170935 13.8085401 -1.4228120 -22.8751860 5.1394570 -0.0226084 296.3720633
7.9000 37.6176734 -122.3675800 22.6888879 13.8091305 -1.4102793 -22.8770510 5.1657756 -0.0367494 296.3688413
7.9200 37.6176758 -122.3675852 22.6609331 13.8093930 -1.3977382 -22.8783338 5.1919872 -0.0509152 296.3656153
7.9400 37.6176783 -122.3675904 22.6332293 13.8093300 -1.3851928 -22.8790516 5.2180813 -0.0651114 296.3623870
7.9600 37.6176808 -122.3675956 22.6057763 13.8089507 -1.3726469 -22.8792006 5.2440473 -0.0793438 296.3591581
7.9800 37.6176833 -122.3676008 22.5785743 13.8082598 -1.3601042 -22.8788154 5.2698752 -0.0936180 296.3559303
8.0000 37.6176858 -122.3676060 22.5516229 13.8072668 -1.3475683 -22.8779006 5.2955547 -0.1079398 296.3527052
8.0200 37.6176882 -122.3676112 22.5249221 13.8059795 -1.3350423 -22.8764781 5.3210763 -0.1223148 296.3494846
8.0400 37.6176907 -122.3676164 22.4984715 13.8044078 -1.3225293 -22.8745611 5.3464301 -0.1367486 296.3462703
8.0600 37.6176932 -122.3676215 22.4722708 13.8025610 -1.3100323 -22.8721804 5.3716068 -0.1512468 296.3430639
8.0800 37.6176957 -122.3676267 22.4463197 13.8004505 -1.2975539 -22.8693537 5.3965973 -0.1658148 296.3398672
8.1000 37.6176982 -122.3676319 22.4206178 13.7980869 -1.2850965 -22.8660938 5.4213927 -0.1804581 296.3366820
8.1200 37.6177006 -122.3676371 22.3951646 13.7954834 -1.2726626 -22.8624452 5.4459842 -0.1951820 296.3335100
8.1400 37.6177031 -122.3676423 22.3699595 13.7926502 -1.2602541 -22.8584076 5.4703634 -0.2099918 296.3303528
8.1600 37.6177056 -122.3676475 22.3450020 13.7896024 -1.2478731 -22.8540294 5.4945222 -0.2248926 296.3272124
8.1800 37.6177081 -122.3676526 22.3202916 13.7863520 -1.2355213 -22.8493239 5.5184526 -0.2398895 296.3240903
8.2000 37.6177105 -122.3676578 22.2958276 13.7829126 -1.2232005 -22.8443263 5.5421472 -0.2549873 296.3209882
8.2200 37.6177130 -122.3676630 22.2716093 13.7792995 -1.2109119 -22.8390499 5.5655986 -0.2701909 296.3179080
8.2400 37.6177155 -122.3676682 22.2476362 13.7755254 -1.1986571 -22.8335426 5.5887996 -0.2855049 296.3148512
8.2600 37.6177180 -122.3676734 22.2239075 13.7716059 -1.1864372 -22.8278185 5.6117437 -0.3009337 296.3118195
8.2800 37.6177204 -122.3676785 22.2004224 13.7675555 -1.1742534 -22.8219122 5.6344244 -0.3164818 296.3088145
8.3000 37.6177229 -122.3676837 22.1771803 13.7633889 -1.1621065 -22.8158500 5.6568356 -0.3321533 296.3058379
8.3200 37.6177254 -122.3676889 22.1541803 13.7591201 -1.1499974 -22.8096633 5.6789714 -0.3479522 296.3028912
